,Energy,Ambient Temperature,Relative Humidity,Solar Zenith Angle,tcc
2023-01-01 07:00:00+00:00,0.0,270.325,84.805,2.797035570425246,0.6485266
2023-01-01 08:00:00+00:00,0.0,270.35833333333335,86.82083333333334,2.6868907502139705,0.57886475
2023-01-01 09:00:00+00:00,0.0,270.59166666666664,89.33333333333333,2.5179574230313526,0.78082156
2023-01-01 10:00:00+00:00,0.0,270.825,91.54666666666667,2.3284582994960683,0.99413574
2023-01-01 11:00:00+00:00,0.0,270.2916666666667,93.07083333333333,2.133519566458735,1.0
2023-01-01 12:00:00+00:00,0.0,269.825,94.36,1.9402534406212295,0.77906007
2023-01-01 13:00:00+00:00,0.0,267.71666666666664,95.25,1.7536486547621692,0.4028662
2023-01-01 14:00:00+00:00,29.666666666666664,266.5833333333333,91.11916666666667,1.5756105266483142,0.7950476
2023-01-01 15:00:00+00:00,608.5833333333334,266.81666666666666,83.99583333333334,1.4198544353182536,0.532937
2023-01-01 16:00:00+00:00,1027.3333333333333,268.7916666666667,76.07583333333334,1.2887365752621798,0.5088147
2023-01-01 17:00:00+00:00,1531.75,271.4916666666667,68.68,1.1915653691573953,0.5370752
2023-01-01 18:00:00+00:00,1708.8333333333333,273.0083333333333,64.33749999999999,1.138071027583769,0.8976892
2023-01-01 19:00:00+00:00,1843.5,273.56666666666666,62.34,1.1346094579006472,0.9752197
2023-01-01 20:00:00+00:00,1316.5,273.81666666666666,63.1575,1.1817042588836275,0.95264035
2023-01-01 21:00:00+00:00,1229.5,273.8666666666666,68.30916666666667,1.2735231219489624,0.8405212
2023-01-01 22:00:00+00:00,347.1666666666667,273.43333333333334,78.88833333333334,1.4007285355984826,0.78345335
2023-01-01 23:00:00+00:00,12.416666666666666,272.78333333333336,88.05666666666667,1.5535466560210194,0.9591125
2023-01-02 00:00:00+00:00,0.0,271.95,89.91916666666667,1.7294176669803145,0.94238526
2023-01-02 01:00:00+00:00,0.0,272.15000000000003,90.62166666666667,1.9147425447212456,0.98033446
2023-01-02 02:00:00+00:00,0.0,272.3833333333333,90.76916666666666,2.1073541720892535,1.0
2023-01-02 03:00:00+00:00,0.0,271.94166666666666,90.37083333333334,2.3023219939474533,1.0
2023-01-02 04:00:00+00:00,0.0,272.0,89.82166666666667,2.4929992147278335,1.0
2023-01-02 05:00:00+00:00,0.0,271.8333333333333,89.015,2.6658886215483055,1.0
2023-01-02 06:00:00+00:00,0.0,271.7,88.08749999999999,2.7868690275323793,1.0
2023-01-02 07:00:00+00:00,0.0,271.69166666666666,87.34249999999999,2.796075639336649,0.9912451
2023-01-02 08:00:00+00:00,0.0,271.35833333333335,86.54833333333333,2.686876205803537,1.0
2023-01-02 09:00:00+00:00,0.0,271.0416666666667,86.27583333333332,2.5183501221130515,0.9929199
2023-01-02 10:00:00+00:00,0.0,270.84999999999997,86.63583333333334,2.329098253555133,0.99288577
2023-01-02 11:00:00+00:00,0.0,270.75,86.31666666666668,2.134174064928233,0.9987781
2023-01-02 12:00:00+00:00,0.0,270.6416666666667,85.30833333333334,1.9408061282176945,0.9961316
2023-01-02 13:00:00+00:00,0.0,270.56666666666666,84.99916666666667,1.7540704426647344,0.99395263
2023-01-02 14:00:00+00:00,0.0,270.31666666666666,83.58583333333333,1.575799603983947,0.9742773
2023-01-02 15:00:00+00:00,0.0,270.2,79.11583333333333,1.4197380800347874,0.99167603
2023-01-02 16:00:00+00:00,-8.666666666666666,270.3,73.7325,1.2882711541283145,0.99079955
2023-01-02 17:00:00+00:00,8.5,270.5416666666667,69.69583333333334,1.1907072489418316,0.9775903
2023-01-02 18:00:00+00:00,62.41666666666667,270.45,67.21666666666667,1.13674748623434,0.98393553
2023-01-02 19:00:00+00:00,60.583333333333336,270.4,66.49,1.1328932174695192,0.98895997
2023-01-02 20:00:00+00:00,54.41666666666667,270.375,68.35916666666667,1.1796244081916674,0.97656494
2023-01-02 21:00:00+00:00,15.0,270.4,72.49916666666667,1.2712832827422365,0.9819556
2023-01-02 22:00:00+00:00,-11.25,270.4,79.12166666666667,1.3983577966978569,0.9520691
2023-01-02 23:00:00+00:00,0.0,270.30833333333334,84.72083333333333,1.551190461530827,0.8908166
2023-01-03 00:00:00+00:00,0.0,270.06666666666666,86.5775,1.7269742060275224,0.92532593
2023-01-03 01:00:00+00:00,0.0,269.825,87.105,1.9122990837684537,0.98998535
2023-01-03 02:00:00+00:00,0.0,269.8,87.41083333333334,2.1049107111364616,0.9834729
2023-01-03 03:00:00+00:00,0.0,269.71666666666664,86.68333333333334,2.2998785329946614,0.99009156
2023-01-03 04:00:00+00:00,0.0,269.8,85.9575,2.4905557537750416,0.9962842
2023-01-03 05:00:00+00:00,0.0,269.73333333333335,85.43,2.66347424941638,0.9996558
2023-01-03 06:00:00+00:00,0.0,269.80833333333334,85.295,2.784774632429986,0.9995349
2023-01-03 07:00:00+00:00,0.0,269.7083333333333,84.63166666666667,2.794955719733286,0.9988794
2023-01-03 08:00:00+00:00,0.0,269.75,84.09083333333334,2.6867598505200707,1.0
2023-01-03 09:00:00+00:00,0.0,269.73333333333335,83.34916666666668,2.5187428211947505,0.95598024
2023-01-03 10:00:00+00:00,0.0,269.46666666666664,82.31166666666667,2.329607307920298,0.94342774
2023-01-03 11:00:00+00:00,0.0,268.7083333333333,81.12916666666668,2.1347122081142644,0.8790613
2023-01-03 12:00:00+00:00,0.0,268.25,79.87416666666667,1.941286093761993,0.7528345
2023-01-03 13:00:00+00:00,0.0,267.8583333333333,78.51,1.7543904196942668,0.5850574
2023-01-03 14:00:00+00:00,-4.0,267.03333333333336,76.42583333333333,1.5758723260361134,0.5637659
2023-01-03 15:00:00+00:00,195.83333333333334,264.93333333333334,72.27,1.419563547109588,0.54568845
2023-01-03 16:00:00+00:00,410.5,264.73333333333335,66.89999999999999,1.2877330109422829,0.47327638
2023-01-03 17:00:00+00:00,506.8333333333333,266.30833333333334,62.137499999999996,1.1897473178532347,0.5797119
2023-01-03 18:00:00+00:00,592.0833333333334,268.40000000000003,58.905833333333334,1.1353221340118782,0.65501344
2023-01-03 19:00:00+00:00,711.4166666666667,268.0333333333333,56.85166666666667,1.1310606217549253,0.6365906
2023-01-03 20:00:00+00:00,691.1666666666666,268.875,56.00666666666667,1.1775009242684078,0.41998658
2023-01-03 21:00:00+00:00,391.5833333333333,268.825,56.675000000000004,1.2689561770729105,0.26951173
2023-01-03 22:00:00+00:00,588.4166666666666,268.85833333333335,59.85166666666667,1.395928880155498,0.3712256
2023-01-03 23:00:00+00:00,37.833333333333336,266.53333333333336,63.3975,1.5488051782197683,0.47142944
2023-01-04 00:00:00+00:00,0.0,265.19166666666666,65.00083333333333,1.7244725674329973,0.6839185
2023-01-04 01:00:00+00:00,0.0,264.3,65.19,1.9097829007634954,0.7759778
2023-01-04 02:00:00+00:00,0.0,263.40000000000003,64.50416666666666,2.1024236169523696,0.78459716
2023-01-04 03:00:00+00:00,0.0,263.3333333333333,63.1525,2.297376894400136,0.77534914
2023-01-04 04:00:00+00:00,0.0,262.9916666666667,62.009166666666665,2.4879813931283503,0.66714114
2023-01-04 05:00:00+00:00,0.0,262.84166666666664,60.95666666666667,2.6609435220009883,0.41351685
2023-01-04 06:00:00+00:00,0.0,262.0,59.95916666666667,2.7825784264545597,0.36546385
2023-01-04 07:00:00+00:00,0.0,260.7083333333333,59.035833333333336,2.7937194448464564,0.22873658
2023-01-04 08:00:00+00:00,0.0,259.23333333333335,57.979166666666664,2.686498051132272,0.2007019
2023-01-04 09:00:00+00:00,0.0,259.40833333333336,56.8175,2.518946442940816,0.45855957
2023-01-04 10:00:00+00:00,0.0,258.95,56.087500000000006,2.330000007001997,0.54409546
2023-01-04 11:00:00+00:00,0.0,259.26666666666665,56.142500000000005,2.1351339960168296,0.60250366
2023-01-04 12:00:00+00:00,0.0,259.0416666666667,56.3325,1.941649704022825,0.49621826
2023-01-04 13:00:00+00:00,0.0,258.7583333333333,56.593333333333334,1.754608585850766,0.37261474
2023-01-04 14:00:00+00:00,-2.166666666666667,258.23333333333335,54.98166666666666,1.5758286928048137,0.30832765
2023-01-04 15:00:00+00:00,210.25,259.30833333333334,50.39083333333334,1.4192144812591891,0.03182251
2023-01-04 16:00:00+00:00,909.75,260.34166666666664,44.41166666666667,1.2870494236519185,0.0077697756
2023-01-04 17:00:00+00:00,1648.8333333333333,263.40000000000003,39.31,1.1886419426603048,0.03591675
2023-01-04 18:00:00+00:00,1538.75,264.7083333333333,36.585,1.1337367932746498,0.044300538
2023-01-04 19:00:00+00:00,1653.1666666666665,266.3333333333333,35.846666666666664,1.1290825819359984,0.03671753
2023-01-04 20:00:00+00:00,2070.5833333333335,268.44166666666666,36.935,1.1752174518303817,0.02333252
2023-01-04 21:00:00+00:00,2428.0833333333335,271.03333333333336,40.48416666666667,1.2664981717096853,0.006690674
2023-01-04 22:00:00+00:00,1777.1666666666667,269.75,46.6525,1.393383608329673,0.010339355
2023-01-04 23:00:00+00:00,249.91666666666669,267.96666666666664,52.982499999999995,1.5455035970514122,0.0
2023-01-05 00:00:00+00:00,0.0,263.46666666666664,57.07083333333333,1.7218836623758724,0.0
2023-01-05 01:00:00+00:00,0.0,261.69166666666666,59.75833333333333,1.9072230845272369,0.0
2023-01-05 02:00:00+00:00,0.0,260.6666666666667,60.43083333333333,2.099849256305678,0.0
2023-01-05 03:00:00+00:00,0.0,259.25,58.580000000000005,2.2948170781638777,0.0
2023-01-05 04:00:00+00:00,0.0,258.55833333333334,56.836666666666666,2.4854215768920915,0.00873291
2023-01-05 05:00:00+00:00,0.0,257.52500000000003,56.751666666666665,2.658354616943863,0.026072998
2023-01-05 06:00:00+00:00,0.0,256.80833333333334,57.38666666666666,2.780236776374801,0.020842286
2023-01-05 07:00:00+00:00,0.0,257.06666666666666,58.879999999999995,2.792323181444861,0.000982666
2023-01-05 08:00:00+00:00,0.0,256.625,60.70583333333334,2.686105352050573,0.00015625
2023-01-05 09:00:00+00:00,0.0,256.59166666666664,62.18333333333333,2.519077342634716,0.077825926
2023-01-05 10:00:00+00:00,0.0,254.14166666666665,63.595,2.3303345284419623,0.25618652
2023-01-05 11:00:00+00:00,0.0,254.26666666666665,64.7925,2.1354685174567956,0.14965943
2023-01-05 12:00:00+00:00,0.0,254.28333333333333,65.52083333333333,1.9418969590001909,0.02562378
2023-01-05 13:00:00+00:00,0.0,253.79166666666666,65.48833333333333,1.7547394855446656,0.14910522
2023-01-05 14:00:00+00:00,143.83333333333334,253.64166666666665,62.600833333333334,1.5757268819317805,0.44718385
2023-01-05 15:00:00+00:00,1300.0833333333333,256.4166666666667,57.166666666666664,1.4187781489461904,0.66195923
2023-01-05 16:00:00+00:00,1596.1666666666667,259.15833333333336,52.6625,1.286264025488521,0.78185916
2023-01-05 17:00:00+00:00,634.1666666666666,261.34999999999997,49.6675,1.187376578952609,0.9554187
2023-01-05 18:00:00+00:00,648.9166666666666,262.45,48.58416666666667,1.1320787304852553,0.95349485
2023-01-05 19:00:00+00:00,115.25,264.875,48.71416666666667,1.1270027312440385,0.95020384
2023-01-05 20:00:00+00:00,42.0,266.75,52.0525,1.1728612573401895,0.8175976
2023-01-05 21:00:00+00:00,172.0,266.8833333333333,58.26833333333334,1.2639528998838603,0.7459729
2023-01-05 22:00:00+00:00,299.5833333333333,266.53333333333336,63.9425,1.390794703272548,0.7680249
2023-01-05 23:00:00+00:00,144.08333333333334,266.59999999999997,70.585,1.5430455916881867,0.60322386
